,DF,DF_acc,Fmax,Fmax_acc,SF,gender,height,id,mass,speed,stride_frequency_acc,tc,tc_acc,tce,tce_acc,tf,tf_acc,tfe,tfe_acc
204,38.55708249914214,37.225984091633265,2.260419653237601,2.307809378185525,1.4071605100357352,0.0,1.705,78.0,58.0,9.0,1.4062439074666826,273.99999999999994,264.73949500000003,174.99999999999997,174.8533,81.5,91.14206999999999,180.5,181.09794999999997
205,35.41363729953235,36.12685647622503,2.416581477551744,2.3923078491335374,1.4425810807074682,0.0,1.705,78.0,58.0,11.0,1.442711642708347,245.49999999999991,250.41765999999998,164.24999999999994,169.822295,101.0,96.20008999999999,182.5,176.553315
206,33.49505068154342,36.09098824600146,2.4937170388689447,2.3877273190621815,1.4856227591273876,0.0,1.705,78.0,58.0,13.0,1.4790921217577953,225.5,244.02459000000005,154.0,165.468055,111.24999999999997,94.07532,182.75000000000006,172.85472499999997
207,40.29992743192181,37.54228129159533,2.2554253072145274,2.2843205912334357,1.3813120378478518,1.0,1.84,79.0,78.0,9.0,1.3805570943361092,291.75000000000006,271.94068,171.75000000000014,177.87184499999998,70.24999999999997,90.337285,190.49999999999994,184.356895
208,36.487518922196585,36.927023364338325,2.4646092626051637,2.3363175331294594,1.4020966836809066,1.0,1.84,79.0,78.0,11.0,1.400964579886131,260.2499999999999,263.5881,162.00000000000006,175.31908,96.25000000000004,93.35153999999999,194.49999999999994,181.55620000000005
209,33.9228953623928,36.64669057143312,2.553358347731367,2.371515290519877,1.4075846947810093,1.0,1.84,79.0,78.0,13.0,1.4073781606931068,240.99999999999994,260.40467500000005,158.0,174.72779999999997,114.5,95.04669000000001,197.50000000000003,180.40196500000005
210,37.29765286220241,36.33560604741814,2.4194231304270177,2.392508154943935,1.3866935993406717,1.0,1.725,80.0,69.0,9.0,1.3879716948603191,269.00000000000006,261.82749499999994,164.75000000000006,176.74338500000002,91.99999999999993,97.742395,196.24999999999994,182.46059999999994
211,35.132578235476004,36.1102504805978,2.5470468122800356,2.4314250764525993,1.429861679616365,1.0,1.725,80.0,69.0,11.0,1.4290412180901066,245.74999999999991,252.74955,151.25000000000003,172.76057,104.25000000000004,97.39965500000001,198.74999999999994,177.26624999999999
212,32.049461309510136,34.703801409365624,2.701762525056363,2.6123990825688077,1.4452404802372008,1.0,1.725,80.0,69.0,13.0,1.4512541132199785,221.75000000000006,239.45826499999993,145.24999999999991,169.74178999999998,124.24999999999991,105.86310499999999,200.75000000000006,175.63512999999998
213,38.127394024513215,35.88967723376093,2.422968615555977,2.4326997961264016,1.3827950306227148,1.0,1.824,81.0,76.0,9.0,1.3873114669163038,275.7499999999999,258.709525,157.24999999999994,176.86725499999997,85.50000000000009,101.66980999999998,204.00000000000009,183.60654
214,35.03806462854338,35.468409468252595,2.575163116257718,2.469030581039755,1.3795917540747313,1.0,1.824,81.0,76.0,11.0,1.3792198514938603,254.00000000000009,257.18938999999995,154.25000000000006,177.55129000000002,108.74999999999996,105.32421,208.74999999999994,184.94256499999997
215,32.183715573790025,35.21116766361583,2.7232677020049625,2.5018827726809376,1.3963565503214004,1.0,1.824,81.0,76.0,13.0,1.3959875068070324,230.49999999999991,252.251705,148.25000000000003,175.37230999999997,127.75000000000004,106.13705999999998,210.0,182.95226500000004
216,37.35319754875624,35.6053765236909,2.47756819680598,2.4640530071355755,1.3259206574376203,1.0,1.876,82.0,75.0,9.0,1.3258521026355727,281.7499999999999,268.56317,167.99999999999997,184.89225000000002,95.50000000000006,108.63496,209.50000000000006,192.357295
217,33.72101544216041,34.865619233861494,2.6212109590214063,2.5643761467889905,1.3276819024546722,1.0,1.876,82.0,75.0,11.0,1.3276816052804623,254.00000000000006,262.612575,162.99999999999997,184.787855,122.49999999999997,113.8468,213.5,191.67382999999998
218,32.442930873419044,34.93356916251567,2.6637989972137275,2.546422528032619,1.3880513436733612,1.0,1.876,82.0,75.0,13.0,1.3883963262623358,233.75000000000006,251.62373000000002,154.99999999999997,176.741245,126.49999999999991,108.32523499999999,205.25000000000006,183.56717
219,33.29312635747617,34.49661183840943,2.580541868912876,2.913583078491336,1.2297053363648087,1.0,1.726,84.0,61.0,9.0,1.218558531548522,270.75,283.09718499999997,169.25000000000003,173.61387499999995,136.00000000000003,127.2592,237.5,236.87317000000002
220,31.797137901721925,35.30408326150204,2.6713812702545416,2.5240698267074406,1.2912846329869172,1.0,1.726,84.0,61.0,11.0,1.2914641553407775,246.24999999999991,273.37205499999993,160.25,190.38922999999994,141.0,113.76042500000001,226.75,197.44770999999997
221,30.262963559141166,35.45191078813982,2.774969195172619,2.511515800203873,1.3405162351559967,1.0,1.726,84.0,61.0,13.0,1.3400713475192618,225.75,264.555215,149.75000000000003,184.33619,147.50000000000003,108.61084500000001,223.74999999999994,188.87342500000003
222,38.2993767378694,37.07027598116109,2.2462171390919585,2.341655963302752,1.408035231342094,0.0,1.672,86.0,60.0,9.0,1.3849380689008406,272.0,267.70059499999996,176.74999999999994,178.241135,82.99999999999997,93.621115,178.00000000000006,183.54378000000003
223,36.14332022506669,36.62039769759231,2.3237901973267383,2.379198267074414,1.4272116078121577,0.0,1.672,86.0,60.0,11.0,1.426368845701024,253.25,256.7606650000001,171.5,173.00083,97.49999999999999,94.035175,179.25000000000006,177.68086000000002
224,31.446721727023505,36.05465942309574,2.5199404266824255,2.450682976554537,1.4832856706421387,0.0,1.672,86.0,60.0,13.0,1.4831707945134407,212.0,243.097065,150.50000000000003,166.88647999999998,125.50000000000004,94.07909,187.0,170.189995
